batch_id	path
B048	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6b-report.md
B048	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t6b-review.md
B048	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t7-laneA-report.md
B048	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t7-laneA-review.md
B048	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/t7-laneB-report.md
B048	.superpowers/sdd/2026-08-03-cas-naming/t7-report.md
B048	.superpowers/sdd/2026-08-03-cas-obscure-names/t7-report.md
B048	.superpowers/sdd/2026-08-03-cas-naming/t8-report.md
B048	.superpowers/sdd/2026-08-03-cas-obscure-names/t8-report.md
B048	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-checkpoint75a-reconciler-fix-r1-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-checkpoint75a-reconciler-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-checkpoint75b-round-plan-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-checkpoint75c-runtime-cpp-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-checkpoint75c-runtime-model-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-checkpoint75d-maintenance-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-prefold-amendment-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-prefold-cut-provenance-report.md
B049	.superpowers/sdd/task-5-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-step10-followup-report.md
B049	.superpowers/sdd/task-5-step8-cpp-report.md
B049	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task-5-step8-report.md
B049	.superpowers/sdd/task-5-step9-ab-report.md
B050	.superpowers/sdd/task-5-step9-c-brief.md
B050	.superpowers/sdd/task-5-step9-c-report.md
B050	.superpowers/sdd/task-5-step9-d-brief.md
B050	.superpowers/sdd/task-5-step9-d-report.md
B050	.superpowers/sdd/task-5b-list-audit.md
B050	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task5-step9-10a-report.md
B050	.superpowers/sdd/2026-07-28-cas-ref-chain-stage-b-catalog/task6-ns-file-contract-report.md
B050	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/tidy-fix-draft-report.md
B050	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/tidy-fix-report.md
B050	.superpowers/sdd/tla-rev7-report.md
B050	docs/superpowers/cas/todo-20260726.md
B050	.superpowers/sdd/2026-08-02-cas-stage-b-remaining/unattended-log.md
B051	docs/superpowers/cas/upstream.md
B051	docs/superpowers/cas/upstream-patch-inventory.md
