B027-010	Per-log GETs and per-edge manifest GETs are independent fetches; their application order matters, but fetching can be parallelized subject to the existing pool concurrency limit.
B027-024	A GC invocation performs a catalog-only pre-fold drain after acquiring its lease and before defer, stream enumeration, the fold catalog cut, folding, or successor-seal adoption; it deletes only complete observed `Removing` rows whose matching adopted life row has cleanup evidence and no durable hold.
B027-026	Namespace removal deletes lifecycle metadata only; it has no `suppress_destructive` input and performs no physical deletion, leaving `_ckpt`, stream objects, `_files`, and other dead-life objects to the perpetual `cas/ns/` janitor.
B027-154	The bounded-walk fix freezes each round's work set at the round-start LIST tail: if `tail_listed > cursor`, exact-walk only through `tail_listed`; if equal, skip the namespace; if below, skip and count the stale listing, with no new persistent state.
B027-156	A namespace reaching its frozen LIST tail is not counted as frontier-proven; quiet-namespace probes remain responsible for proving the frontier and detecting persistently hidden new records.
B028-010	The destructive GC round remains sequential in this series: it adds no `MultiDelete`, batch-delete API, parallel delete fan-out, or delete-side concurrency, so the soak establishes a per-operation baseline for a later optimization round.
B028-035	Probe A is deleted because catalog-authoritative discovery and LIST-independent recovery make its second full stream LIST irrelevant to correctness; B1/B2 accounting and the mount-time capability probe remain.
B029-006	The Stage-A sampled store-quality detector was intended to suppress only its response: a nonzero `CasGcRefScanDisagreements` does not abort, hold, or gate a round whose ref intake reads exact keys.
B030-057	Task 15 bounded rounds are the load-bearing GC scalability fix: making every round terminate restores cadence semantics for downstream work keyed on round completion.
B031-008	The C1 frontier fix removes both probing and durable holds for an uncataloged namespace because all probe and hold operations are reachable only inside the catalog-resolved loop.
B031-016	A `RemovalReady` namespace is excluded from GC walking and cursor creation, making cursor absence monotone while the catalog row remains present.
B031-022	Canonical cursors for namespaces absent from the catalog are retired metadata and should be omitted from the next seal, while the condition is counted and logged rather than used for pool-wide suppression.
B031-082	Writer cleanup duties own precommit-owner settlement and the active-build-floor pin, not physical body deletion; settlement order is exact `OwnerTransition` append or conclusive absence, then `retireBuildSeq`, then duty removal, with failures retaining the duty for retry.
B031-083	Physical unreachable bodies from `Rejected`, `Uncertain`, and `Durable` attempts remain GC/orphan-sweep-owned; the writer path never exact-deletes a body, and missing attribution suppresses destructive fallback.
B031-089	Enabling production destruction may change only the source of `frontier_complete` from hard-wired false to catalog-proven true; changing any other suppressor term is a protocol error.
B031-099	T6 cannot enable destruction until the frontier-attribution verdict is `BENIGN-TRANSIENT` with convergence evidence or a real-gap fix has landed and reproduced a complete frontier.
B033-030	The ref/GC subsystem has the highest documentation drift because Stage B landed on 2026-08-03 after the walkthrough, so current code takes precedence over the walkthrough for those pages.
B033-067	The LIST anomaly had a correct tail; the lie was omission of predecessors below the returned frontier rather than tail under-reporting.
B033-073	The CAS GC trust chain is catalog cut, `_ckpt` acknowledged frontier, exact `GET` records, and conditional-write fences; LIST is only a hint for work bounds, witness sets, and genesis.
B033-079	CAS GC optimization must retain arithmetic middle intake everywhere, frontier probes for held or logless namespaces, and `tail < cursor` quality detection; only `tail == cursor` can prove a trusted frontier under a bucket passport.
B034-016	Trusted-LIST frontier mode may skip the exact `GET cursor+1` probe only for a per-backend certified store whose LIST is known to include keys completed before the LIST began; the mode must remain opt-in and fail closed to probe-always.
B034-019	A backend-independent parallel exact-key walk can fan out namespace probes and `cursor+1..tail` record GETs over a bounded pool without changing the trust model, while fold application remains ordered or deterministic.
B034-033	The safe response to a GC post-CAS cleanup error is to retain leaked bodies for the orphan-manifest sweep rather than fail the already-committed decision; cleanup errors after `gc/state` CAS are data-safe but can redden the round.
B034-054	Expedited or GDPR deletion is intended to confirm that no live ref remains under the GC lock and then bypass the normal two-phase graduation delay without changing the layout.
B034-080	A naive GC fold budget is unsafe: omitted `+1` edges must suppress deletion rather than permit it, so bounded rounds require durable progress state.
B034-089	The chosen interim response to the LIST-hole hypothesis was mechanism-agnostic detection: compare two ref-prefix enumerations before advancing a cursor and compare intended-to-fold records with actually applied records; the permanent journal-chain fix remains required before release.
B034-101	GC read parallelism is safe because tables fold independently and log reads can be prefetched while prior logs are applied; the ordering constraint applies to folding, not fetching.
B035-005	The concurrent-leader GC fix stores every per-round artifact, including `retired` and `outcomes`, under `gc/gen/<gen>/attempt/<a>/...`, where `<a>` is the folding leader's lease sequence; a lease-guarded adopt CAS publishes `(snap_generation, snap_attempt)`, and readers resolve only that adopted pair.
B035-015	GC cadence should be driven by per-shard journal pressure (event count, body size, or age), not changed-shard count, because one hot shard can accumulate thousands of mutations while still counting as one changed shard.
B035-028	The resurrect-reupload fix makes `closeBlob` HEAD the current token when a prior retired entry reaches zero in-degree and condemns the current token if it differs from the retired token, matching `CaIncarnationCore`'s `GRetire` behavior.
B035-030	To reclaim abandoned precommits on parked shards, `Gc::computeDiscoverDecisions` force-reads a token-stable shard when its sealed minimal live precommit is dead according to the mount watermark, allowing `reclaimAbandonedPrecommit` to emit the owner removal.
B035-041	The GC-wedge fix protects pending removals of every owner kind: in `activeManifestKeys`, any removal with `transition_version > sealedFoldCursor` keeps its `old_binding` manifest body active until the removal `-1` is sealed; the sweep also emits a manifest-delete audit event.
B036-001	The B140 dangle fix requires both `TrimGated`, which limits journal trimming to the committed fold cursor, and `CursorInSnap`, which atomically commits the fold cursor with the snap edges.
B036-016	A DEFER invocation may inspect one bounded namespace-janitor page under suppression, but it must retain a valid cursor so the next authorized fold retries that page.
B036-018	The root-local part-manifest design retired the `listedTok` token-diff discovery skip: a LIST match may not authorize skipping a manifest or owner-transition fold read.
B036-025	The GC round DEFER mechanism bounds consecutive deferrals with `MaxDefer`; once the bound is reached, `GBegin` and weak fairness drive `GFold` so `unfolded` eventually returns to `{}`.
B036-029	`Indeg` is read from the sealed `folded` snapshot only; a delta added after the fold cut remains in `unfolded` and is protected by the pending-delta guard rather than by the in-degree check.
B036-030	FOLD and DEFER are mutually exclusive in an idle round: `DeferRound` is enabled only when `~GraduationDue` and its deferral condition hold, while `GBegin` is enabled for graduation or an exhausted honest defer budget.
B036-054	The CAS worklog's observed S42 stale-edge defect occurs when a precommit's `+1` edges fold into in-degree, allocation then aborts, and the orphan-manifest sweep deletes the now-unowned manifest without decrementing those folded edges.
B037-005	Catalog deletion does not require physical emptiness: `_ckpt`, stream, `_snap`, and `_files` residue may remain for the perpetual janitor or a family-specific sweep.
B037-017	The ref-delta intake has no quiet or expected-next 404 frontier: every catalog target must resolve through its exact CTE.
B037-020	Under the amended v9 intake, `LIST` is a zero-trust hint; fold progress advances arithmetically and destructive work requires a per-namespace frontier proof.
B037-072	`GFold` and `GSettle` are separate steps, so a `+1` durable after a round's fold cut is invisible to that round's settlement.
B038-007	GC must not trust LIST completeness, independently of whether the object store is RustFS or AWS S3.
B038-101	Run-file streaming is complete: `RunFileReader` uses ranged reads through `CasObjectStorageBackend::get` and `getStream`, and the whole-run `full` member was removed; delta-runs and compaction remain desirable follow-up work.
B038-104	The setting `gc_round_manifest_cleanup_budget` was removed entirely because bounding the one-shot manifest cleanup phase converts a bounded burst into a permanent leak.
B039-077	A retained view may delay detection of `INV-NO-DANGLE` after a live manifest body is physically deleted, so fsck and corruption probes must bypass retained views or use strict validation.
B039-127	The candidate `RoundContext` must preserve the GC invariant that round state is threaded and never re-read; adding a re-read convenience would be unsafe.
B040-017	Stage A must not be certified or deployed as a standalone deletion-capable stage unless it has the authoritative catalog universe or all destructive work remains globally suppressed until Stage B is installed
B040-026	Every destructive GC phase, including handoff_reclaim, must receive suppression state before execution and have a zero-delete test when the hold is active or the frontier is incomplete
B040-037	With only per-key deleteExact available, catalog-token and fence credentials must be revalidated immediately before each delete rather than once per multi-key batch
B040-041	The late-plus-one delete-site guard needs a test-only sabotage or fault seam that bypasses the final in-degree read, records an isolated RED test, and then restores the guard for GREEN
B040-046	The production UniversePolicy default must remain non-authoritative until a dedicated enablement task after Stage B Tasks 5 and 6, preferably Task 7, are green
B040-075	The frontier test belongs in gtest_cas_universe_from_catalog.cpp, while the sole Stage-B edit of gtest_cas_list_liar_end_to_end.cpp belongs to Task 7b
B040-095	The unversioned GcHeartbeat is acceptable only as disposable advisory state; if it affects cross-version safety it must be converted to protobuf with CasHeader
B040-116	If GcHeartbeat remains fixed binary, it must be documented as disposable advisory state with exact-length validation and permission for future readers to ignore or recreate it
B040-201	Orphan-manifest deletion for live namespaces must be disabled unless a persisted owner-grant ref id or fenced quiescent reconstruction proves the cut
B041-008	Catalog admission must reserve each entry's worst-case Removing and fold-seal representation so capacity can never refuse the transition needed to remove an admitted entry.
B041-022	Every unsettled writer cleanup duty must be persisted before the build is retired, with a defined adopter, exact-delete completion, and retirement transaction.
B041-027	Catalog admission must reject creation unless the encoded catalog plus worst-case fold cursor and removal reservations fit within both the catalog cap and the 256 MiB fold-seal cap.
B041-039	Orphan-manifest nomination must exact-GET and decode M, submit neutral current-count touches without B2 or unmatched-removal accounting, adopt them through the fold seal/gc/state CAS, and exact-delete M only afterward.
B041-042	Catalog admission must enforce the additive reservation predicate fold_fixed + Σ reserve_cursor(entry) + Σ reserve_removing_cleanup(entry) + Σ reserve_hold(entry) <= fold_seal_cap in addition to encoded_catalog(post).size <= catalog_cap.
B041-067	Classification-4 wire fields require exact bounded names and values, duplicate-field rejection, and a byte-exact worst-case reservation including escaped namespace text, framing, newline, and trailer growth.
B042-021	Arithmetic exact-key intake is the intended mechanism for closing LIST omissions; the former Probe A seam was deleted rather than retained as a sampled store-quality detector.
B042-033	Parallel GC fetching should be bounded by the number of in-flight manifest bodies and should leave application strictly ordered while fetching log and manifest bodies ahead of use.
B042-036	A proposed manifest cache is keyed by `ManifestId`, scoped to one fold round, bounded in bytes, and dropped at round end; avoiding one redundant edge avoids both its HEAD and GET trips.
B043-005	Blob in-degree is derived from a folded set of source-edge deltas keyed by `(kind, hash, source_manifest)` rather than stored as a mutable counter; set semantics can delay reclamation but cannot accelerate deletion.
B043-015	The ack-floor GC round replaces fence and recheck phases with a three-cursor streaming merge and one `gc/state` CAS; graduation requires `condemn_round < min_ack` and two-phase `delete_pending` handling.
B043-017	All decision-bearing GC artifacts, including `retired` and `outcomes`, are under `gc/gen/<g>/attempt/<a>/`, and only the adopted attempt is reader-visible.
B043-060	The useful manifest-body cache scope is one GC round: an op-scoped or transaction-scoped cache saves nothing, while a round-scoped cache can avoid cross-transaction re-reads; the HEAD-before-GET pair remains vetoed from change.
B043-078	GC, orphan sweep, and fsck should share a structured deletion outcome vocabulary: deleted, missing, token mismatch, unsupported, and failed.
B043-080	Retired entries can ride the source-edge snapshot as condemned-sentinel rows, reducing the GC merge from three cursors to two; a separate incremental LSM snapshot is an independent later optimization.
B044-019	GC streams the three-cursor merge but accumulates the round's `std::vector<BlobDelta>` in memory, so a large mass-drop delta can cause an OOM and repeated lack of progress for that shard.
B044-031	The later GCR-1 re-triage concluded that `rebuildBaseline` computes the mount-lease ack-floor and installs `gc/state` with a fail-closed CAS, so floor-gated graduation protects post-snapshot writer objects without refusing rebuild while writers are mounted.
B044-036	The P3-B1 fix invokes an `on_lease_acquired` hook immediately after `acquireOrRenewLease`, sets `i_am_leader`, and pulses the heartbeat before folding begins.
B046-041	sweepManifestCursorPage is test-only code: it was moved to src/Disks/tests/cas_sweep_test_support.h as sweepManifestCursorPageForTest, and no production translation unit calls it because exact-token deletion without source-edge retirement or gc/state adoption would recreate the accounting hole.
B047-001	T5 removes `Gc::sampleRefListQuality` and its `ref_list_probe` call, so a regular GC round no longer performs a second full ref-prefix LIST for store-quality sampling.
B047-021	`UniversePolicy::kDefault` is `Authoritative`; the destructive gate requires an authoritative universe, `frontier_namespaces > 0`, and `frontier_proven == frontier_namespaces`.
B047-042	After the destruction flip, the dropped-pool-member integration test expects janitor residue to drain to `janitor_pending == 0`, while checking `lifeless_keys=0` on every poll and retaining final `dangling=0` and `unaccounted=0` checks.
B049-015	`cas_gc_maintenance_state` has no janitor invocation, `GcState`, fold, catalog, DEFER, or round-publication coupling.
B049-049	Lifecycle physical cleanup is not part of the pre-fold drain: `suppress_destructive` does not govern it, and the perpetual `cas/ns/` janitor plus orphan-manifest sweep own physical debris.
B049-083	No janitor state is stored in `gc/state` or a fold seal, and there is no lifecycle-specific cleanup attempt.
B050-079	GC must not advance a cursor over records whose enumeration completeness it cannot prove from authoritative data rather than assuming a listing is complete.
B050-092	The in-degree reducer is intentionally not changed: a set cannot cancel an element it never received, and materializing an unmatched negative edge would create false deletion.
B051-106	The eager-unlink helper `isEagerContentAddressedUnlink` and six per-method `remove*` eager branches are replaced by subclass dispatch, with durable deletion represented as a staged intent materialized at commit.
AUDIT-M-015	The current GC implementation (Gc class, CasGc.h) is a leader-paced ack-floor redesign (spec 2026-07-02): one pass per round consisting of a heartbeat ack floor over MountLease.observed_gc_round, a three-cursor merge fold, two-phase condemn/graduation deletion, and a single gc/state CAS; the older fence_round/recheck terminology survives only as fossil comments/variable names.
AUDIT-M-043	Task A7 serializes the manual `SYSTEM ... GC` round against the background GC loop using a dedicated gc_round_mutex rather than the scheduler's existing `mutex`, because loop() deliberately releases `mutex` before running a round so that stop() and heartbeatLoop() are not blocked; holding `mutex` across a long fold would freeze the GC heartbeat and stall shutdown.
AUDIT-M2-029	GC baseline rebuild is deliberately over-protective rather than under-protective: a build alive across journal trim has no journal evidence, so its manifests look unowned; the rebuild includes edges for every unowned manifest that is not provably build-dead, over-protecting rather than risking under-count. An unowned manifest that later dies with no journal evidence leaks its blob's edges for one bounded rebuild-to-rebuild window, `fsck`-visible as `unaccounted` — preferred to violating `INV_OVER_COUNT_ONLY`.
AUDIT-M2-163	A destructive GC gate based only on `proven == total` accepts an empty universe vacuously because `0 == 0`; the fix adds an explicit nonempty-authority predicate so the gate cannot be satisfied by having nothing to prove.
AUDIT-M2-192	`cas-gc-rebuild`'s security verdict: it cannot delete live data directly (deletions still flow through the normal round's ack-floor plus two-phase plus exact-token path), and a crafted owner state that makes rebuild under-count requires full owner-plane write access, which already implies total pool compromise (SEC-3) — the trimmed-history guard closes the naive truncation path. Residual risks: FORCE only skips the healthy-pool check (operational risk, not a safety bypass); rebuild does a full-universe discover-and-fold (O(all shards + all journals)), an expensive pool-wide sweep an attacker with SYSTEM access could trigger repeatedly (shares the SEC-4 decode/fold exhaustion surface); and a concurrent GC leader's round CAS and rebuild's `gc/state` install can contend, so rebuild must be verified to respect GC leadership or a split-baseline is possible.
AUDIT-M2-235	D7: the SQL `SYSTEM CONTENT ADDRESSED GC REBUILD` verb and the offline `clickhouse-disks ca-gc-rebuild` command are NOT duplication — both call the same `Gc::rebuildBaseline` core through two deliberately inverse-gated surfaces (live/writable vs offline/read-only), and this dual surface should be kept as-is.
AUDIT-M2-266	There are two independent sharding axes in GC that are deliberately different and easy to confuse: `blobShard` (blob-hash high64 % gc_shards, for in-degree work) versus `Store::shardOf` (CityHash64(ref_name) % root_shards, for the owner journal). There are also two independent lease/watermark concepts: the GC lease inside `gc/state`, versus the mount lease / build watermark at `gc/server-roots/<srid>/mount`; `computeHeartbeatFloor` fences only the latter, never the GC lease.
AUDIT-M2-284	The RemovalReady state costs less wire-format surface than a life-keyed-cursor alternative: cursor identity appears in eight files spanning the wire grammar, every builder/parser, REBUILD, fsck, and the sweep's coverage lookup, versus one enum value, one codec branch, one transition, and the five predicate sites for RemovalReady. Life-keyed cursors also create a new corner case (a reborn name's fresh-life cursor coexists with a dead-life cursor nothing prunes), so they only relocate the retirement-tracking problem rather than avoiding it.
AUDIT-M2-301	The Stage B strategic review's invariant rulings: weaken byte-exact fold-seal capacity reservation to a generous over-covering bound (count times a conservative constant, hard namespace cap ~10^4) instead of exact worst-case arithmetic; cut the `Creating`-forbids-publication write-path check as a separate production-path obligation since `resolveNamespaceLife` already loops until `Live` and is the sole life source; cut incarnation-scoped fold cursor re-keying once prune-before-entry-delete is the pinned invariant; weaken the `_ckpt` conflict-is-corruption join to a semantic-max merge (corruption only on genuinely incomparable fields).
AUDIT-M2-344	Under strict removal ordering, the worst cases "two cleanup rows for one namespace" and "a cleanup row with no catalog entry" become unconstructible (both require rebirth before the first removal retired); the worst-case capacity test should be replaced by an anomaly check that fires if GC ever observes an entry-less cleanup row.
AUDIT-M2-358	Probe A is reported-not-gated: a soak can go GREEN with confirmed enumeration holes (`nonzero_in=28/88 reads`) because folding aborts and nothing is deleted, which is defensible while the product fails closed, but is flagged as a decision that should be made deliberate now that the holes are confirmed rather than suspected.
AUDIT-M2-386	The ack-floor GC redesign drops `process_epoch` as a separate merged-heartbeat field because the writable path already sets `process_epoch = writer_epoch` (`CasStore.cpp:157`) and the sweep consumes `writer_epoch` unchanged, so a distinct field would be redundant.
AUDIT-M2-387	The ack-floor design renamed the sabotage control `SabotageDeleteAtFloor` to `SabotageIgnoreAckFloor` because an `r < min_ack` vs `r ≤ min_ack` off-by-one is provably still safe under the publish-order invariant, so the load-bearing control is "ignores the floor entirely", not the exact boundary.
AUDIT-M2-417	An optional pre-pass refresh for the promote copy-forward tokenless-blob race fix (spec §3) was deliberately deferred rather than implemented: it is a fast-path-only optimization, not required for correctness, so it was left unscheduled rather than turned into a task.
B015-102	Per-round LIST hunting for deposed-leader GC debris had already been removed; stale generations are now reclaimed by ordinary retention pruning with zero extra hot-path requests.
B038-008	The three observed ref-log keys were deleted at 16:53:59 after folding aborted and a later complete enumeration reclaimed them; this occurrence produced no leak.
B005-003	Before the redesign, 100,000 tables with 8 root shards each required approximately 800,000 CAS-PUTs and 1,600,000 GETs per GC round because the fence and recheck traversed the entire root-shard universe.
B005-032	The redesigned steady-state round budget is one LIST sweep plus O(servers) heartbeat GETs, O(D) changed-shard GETs, O(window) manifest GETs, O(gc_shards) run GET/PUTs, candidate HEADs, graduated DELETEs, O(D) coverage PUTs, and one `gc/state` CAS, with no O(universe) GET/PUT phase.
B005-043	Before T2, a snapshot run was materialized three times—by `CasObjectStorageBackend::get`, `RunFileReader::full`, and `readPriorEdges`—for peak memory of approximately 3 × O(active edges) per GC shard; the target example estimated about 24 GB RAM for one fold.
B005-044	Before T0, every pass rewrote every GC-shard snapshot run even for an empty delta, causing an idle pool to pay two snapshot sizes per round; at the target scale and 5-minute rounds this was estimated as terabytes per day of churn.
B005-047	Opening a snapshot run in streaming mode uses a HEAD, a ranged tail GET for the footer, and a body `getStream`; resident run memory is O(block) while the wire bytes are unchanged.
B005-054	With T0, an idle round that has no changes touches zero snapshot-run objects and consists of the LIST sweep, heartbeats, and one `gc/state` CAS.
B006-039	Idle GC over a static 20M-row, 400-part pool used about 1,362 `CasGcGet`, 643 `CasBlobHead`, and 457 `CasRootGet` operations per round, roughly 2,500 S3 operations per round despite no changes.
B006-040	The observed GC round duration grew from 87 ms at 400 parts to 92.6 seconds at 10,000 tables and 398 seconds at 100,000 parts, demonstrating O(ref-universe/object-count) scaling; fsck also becomes O(objects) and timed out at 100,000 parts.
B006-045	Partitioned inserts in S11 require O(partitions) CAS commits, taking about 10 seconds for a 256-partition insert; deferred GC during 64 delete rounds allowed orphaned parts to outpace disk capacity.
B006-063	`Gc::fold` performs a streaming two-cursor merge over the entire prior generation's source-edge run, reading the whole prior generation and writing a whole new consolidated run even when one edge or no edge changed.
B007-085	The resurrect-replaced repair adds one HEAD only for a touched condemned transition; quiescent graduation through `settleRetiredBelow` takes no additional HEAD.
B018-043	The codecs-v3 phase-3 soak completed with `dangling=0`, equal oracle counts on both replicas, recovered from four faults and two restarts, and drained the pool from about 3 GB to 102 MB.
B027-005	The measured ref-intake cost is `logs + 2 × edges` round trips at approximately 0.9 ms per trip, making the phase request-bound rather than CPU-bound.
B027-006	In the measured intake, 7,565 edge reads were re-reads across 4,573 distinct manifests, or 39.6%; all observed re-reads were cross-transaction and none were intra-transaction.
B027-009	The ref-intake loop is serial: approximately 1.9 million requests at 0.9 ms each imply about 1710 seconds, close to the observed 1830-second maximum and consistent with nearly all phase time being serial request latency.
B027-011	If the approximately 1710-second serial fetch floor were parallelized N-way, the ideal fetch component would be about 213.75 seconds at N=8 and 106.875 seconds at N=16, before merge cost.
B027-067	The ref-chain design adds about two serial S3 round trips per committed chunk for `_ckpt`, one conditional PUT per touched namespace per epoch transition during recovery, and one catalog GET per fold round after the hot LIST.
B030-075	The dominant T15 GC cost was `defer_decision`: 5,096.39 seconds, 79.11% of GC time, including full LISTs of about 177,000 keys even when `changed_shards` was zero.
B030-106	The empty `CaGcDestructiveGateCore` universe configuration was green, with `CatalogUniverse = FrontierProven = {}` and physical actions suppressed despite the two sets being equal.
B030-115	`CaGcAckFloorCore_empty_blobs.cfg` and `CaGcAckFloorZombie_empty_blobs.cfg` both passed as green with empty `Blobs` sets.
B030-116	`CaGcLeaseCore_empty_actors.cfg` passed as green with `Actors = {}`.
B030-117	`CaGcRootLocalPartManifestCore_empty_namespaces.cfg` passed as green with `Namespaces = {}` despite the model having configurable entity sets for writers, leaders, blobs, manifest instances, refs, builds, paths, build prefixes, and shards.
B030-118	`CaGcRoundDeferCore_empty_blobs.cfg` passed as green with `Blobs = {}`.
B030-123	`CaRetiredInRun_empty_blobs.cfg` and `CaRetiredInRunFoldAbortWitness_empty_blobs.cfg` both passed as green with empty `Blobs` sets.
B033-065	Across 65,263 ref-log uploads in the affected namespace, partitioned by epoch, zero uploads were out of order.
B035-016	The GC cadence tradeoff is approximately `A/interval + B·interval`, where `A` is per-fold universe work and `B` is writer amplification from journal growth; the proposed optimal interval scales as `sqrt(U) / r` for blob universe `U` and hottest-shard mutation rate `r`.
B035-021	GC folds remain O(ref-universe) for large deltas: measured duration grew from about 87 ms at 400 parts to 93 seconds at 10,000 tables and 398 seconds at about 100,000 parts, even though correctness held with `dangling=0`.
B036-004	The merged `m_merged` configuration was green with `TrimGated = TRUE` and `CursorInSnap = TRUE`, while `m_both_buggy`, `m_cursorskip`, and `m_trimonly` violated `INV_NO_LOSS` under the same bounds.
B038-085	Streaming GC run reads use true ranged reads and `getStream`; opening a run costs three requests (`head`, tail `get`, and body `getStream`), or four when a large footer is present, and each `seek` costs one ranged GET per block.
B038-103	The C2 soak comparison recorded 112,518 skipped entries and 110,218 permanently unreachable objects with a cleanup cap of 5000, while disabling the cap drained 223,714 objects with zero unreachable objects.
B039-151	The `system.cas_gc_log` counters `entries_condemned`, `entries_graduated`, and `entries_redeleted` represent the three retired-cursor pipeline stages: newly condemned, floor-passed and republished `delete_pending`, and executed exact-token blob deletes.
B042-035	In that fold window, 2,991 manifests carried both an add and a remove edge, and `CasManifestGet == CasRefEmittedEdges`, demonstrating that no manifest-body cache existed.
B050-091	The outstanding reconciliation debt recorded 56 already-leaked blobs that incremental rounds could never reclaim because their in-degree was pinned above zero; only rebuilding in-degree state could reclaim them.
AUDIT-M2-030	Before generation retention (B174) was added, a 12h soak measured `gc/` bookkeeping at 82% of pool storage (2822 retained generations, roughly 3.7 MiB/shard/generation), dwarfing actual data 8:1.
AUDIT-M2-069	GC observability gained per-phase timing during Stage B, which immediately found the fold seal being read five times per round where the design intended two.
AUDIT-M2-093	The measured GET-cost formula for a folding GC round is exact: total `S3GetObject` = ref-log body GETs + manifest body GETs, i.e. `1 + edges_per_log`, which climbs from 1.54 to 3.73 as backlog grows; round trips equal `logs + edges` at a flat roughly 0.5 ms per round trip across a 140x request range, and a measured 416-round `Success` sample cost roughly $0.007 in total S3 charges.
AUDIT-M2-355	GC's `fold_ref_intake` is linear in the ref-log backlog at 256 logs/s sustained; the flat cost is per S3 request (~0.92 ms), decomposing as one GET per log body plus one per emitted manifest edge, so round trips equal `logs + 2*edges`, and edges-per-log climbs from 1.54 to 3.73 as backlog grows.
AUDIT-M2-356	39.6% of GC intake manifest fetches are re-reads (7,565 edges over 4,573 distinct manifests): intra-transaction redundancy is exactly zero, and all of it is cross-transaction (2,991 manifests carry both an add and a remove edge in the window, so the same body is read once when the ref is published and again when it is dropped), making a round-scoped body cache — not an op- or transaction-scoped one — the effective lever.
AUDIT-M2-440	Probe B's throw wedges GC until an operator runs the rebuild; on a pre-release soak stand this cost a disk-budget blowout, with the last observed run reclaiming 124 GB at one checkpoint once the wedge was cleared, which motivates the open question of whether the first N occurrences should suppress-and-continue with a counter, escalating to a throw only on recurrence.
B007-076	A sweep-only defense that makes `activeManifestKeys` judge precommits dead was deferred because it would delete the manifest body without releasing the precommit's pinned blob edges; the fold-side fix is required.
B028-024	Removal completion performs no namespace-owned physical LIST, physical delete, physical-empty proof, or second deletion window; `_ckpt`, stream, and namespace-file residue is leak-only janitor work, while orphan manifests remain the orphan sweep's work.
B034-004	Queueing an exact removal is not a valid fix for the unmatched-minus-one leak because `RefTableState` throws `CORRUPTED_DATA` when the binding is absent, turning the leak into a permanent wedge.
B034-088	`DeleteObjects` cannot replace token-conditional `deleteExact` because bulk delete has no per-object precondition and could delete a replaced incarnation; parallel individual conditional deletes preserve exactness.
B034-120	A cap on manifest cleanup was rejected because it converted a bounded burst into a permanent leak; measured cap=5000 left 112,518 entries skipped, while disabling the cap drained 223,714 entries in-round.
AUDIT-M2-220	Moving pre-CAS redeletes to execute only after round commit (to avoid idempotent re-execution on an aborted round) was rejected: the pre-CAS placement is a deliberate Task-9 ack-floor decision justified by durable state and safe at any leader staleness, re-execution is idempotent via exact-token deletes, and the P3-B1 heartbeat fix already removes the amplification that made aborts frequent; revisit only if a post-fix soak still shows re-execution churn.
AUDIT-M2-429	Accepting a condemned tokened blob without resurrecting it is UNSOUND and rejected in the promote/resurrect design, because the condemn→delete pipeline is exact-token two-phase and an accepted-but-condemned token can graduate to delete, dangling the manifest; only a fresh incarnation via uploadFromSource is safe.
B033-135	`SYSTEM CAS GC RUN ca` performs one synchronous GC round on the contacted node, and only the lease holder makes progress.
AUDIT-M2-359	The `gc_anomaly` audit event caps at 32 rows per round (one historical firing had 244,939 holes); the cap and the true total both travel in every row, and a truncated round logs an explicit line naming how many were counted but not detailed.
B020-025	On an empty CAS pool, `scratch_bytes` grew from about 1 MiB to 21 MiB on `ch1` and from 16 KiB to 21 MiB on `ch2` during idle GC, indicating a separate local staging-file cleanup question that does not explain the tracked-memory gate.
B021-015	The BACKLOG item `[clamp liveness] scoped suppression under long persistent clamps` should make a clamped key reportable, either by emitting `ref_late_log_detected` or a dedicated clamped-key anomaly directly from the clamp path while the sweep skips the key.
B031-004	Task 5 must delete a catalog entry only after the cleanup marker and cleanup-item retirement are durable, and must prune the namespace cursor before deleting the entry.
B031-010	The fold cursor identity must include the full `NamespaceLifeId`, and its format, parser, consumers, and same-epoch low-sequence rebirth regression test must be updated together.
B031-017	The `RemovalReady` predicate must be enforced at five cursor or walk producers: the catalog-only frontier loop, parent-cursor carry, hint admission, REBUILD, and the `Removing` to `RemovalReady` no-hold precondition.
B034-022	Incremental point-updatable in-degree is intended to make non-idle small-delta rounds O(delta) and provide a global change signal that can eliminate the per-round `LIST(cas/refs/)` O(shards) sweep.
AUDIT-M2-137	Task-8 review F1 (rev.6): Removed-lifecycle recoveries are not sealed — a late rebirth PUT from a dead epoch can transiently resurface in cold folds until GC namespace-cleanup; intended behavior is Live-only sealing, but extending the seal to Removed is a documented follow-up if this becomes observable.
AUDIT-M2-138	Task-11 review F1 (rev.6): the anomaly-routing policy is only partially deployed — two foreign-bytes-signature sites need semantics analysis before routing through `reportImpossibleInterference`: `flushRefBatch`'s fresh-id resolve-before-reissue catch (a reviewed availability fix), and `stageManifest`'s ManifestId-collision path (possibly legitimate dedup).
AUDIT-M2-213	The v7 ref-chain design's required go-red negative test controls under `HoleyListBackend` are: a wholly hidden A:+1 versus a visible B:-1 on the same blob; a carried hold followed by a round that omits the offending namespace; process death both before and after nomination adoption; many serialized catalog admissions exceeding aggregate fold reservation; decommission with a `Removing` catalog entry omitted by LIST; opening a legacy soak pool; and stale-handle rebirth between `namespaceFilesReadable` and the subsequent verbatim operation.
